A,A*,B,B+,C,C+,D,D+,E,F,S,S^,X,course_code,course_title,prof_name,semester,year,id
3,2,6,7,4,9,1,,,1,,,,SEE624,DESIGN STRATEGIES FOR NET-ZERO ENERGY BUILDINGS,Aakash Chand Rai,1,2024-25,1
3,2,,3,3,4,7,,,,,,,SEE604,THERMODYNAMICS OF ENERGY SYSTEMS,Aakash Chand Rai,2,2023-24,2
2,,3,,,2,,,,,,,,SEE624A,DESIGN STRATEGIES FOR NET-ZERO ENERGY BUILDINGS,Aakash Chand Rai,1,2023-24,3
1,,2,,1,4,,,,2,,,,SEE624,DESIGN STRATEGIES FOR NET-ZERO ENERGY BUILDINGS,Aakash Chand Rai,1,2023-24,4
2,,1,2,1,5,2,1,,,,,,SEE618A,ENERGY EFFICIENT BUILDING DESIGN,Aakash Chand Rai,2,2022-23,5
2,,2,,1,,,,,,,,,SEE618A,ENERGY EFFICIENT BUILDING DESIGN,Aakash Chand Rai,1,2022-23,6
,,,,,,,,,,157,,7,CE341,CIVIL ENGINEERING COMMUNICATION SKILLS,Abhas Singh,1,2024-25,7
,,,,,1,,,,,,,,CE767,SOLID WATER INTERFACIAL PROCESSES,Abhas Singh,2,2023-24,8
5,1,34,16,22,28,17,16,6,10,,,,CE214,ENVIRONMENTAL QUALITY AND PROCESSES,Abhas Singh,2,2023-24,9
,,,1,,,,,,,,,,CE664A,PHYSICO-CHEMICAL PRINCIPLES AND PROCESS,Abhas Singh,1,2023-24,10
15,1,41,21,24,37,10,16,,6,,,,EE330,POWER SYSTEMS,Abheejeet Mohapatra,1,2024-25,11
,,,,,1,,,,,,,,EE330A,POWER SYSTEMS,Abheejeet Mohapatra,3,2023-24,12
1,,2,2,1,,,,,,,,,EE330,POWER SYSTEMS,Abheejeet Mohapatra,3,2023-24,13
1,,1,,,,,,,,1,,,EE632,ECONOMIC OPERATION & CONTROL OF POWER SYSTEMS,Abheejeet Mohapatra,2,2023-24,14
1,1,4,2,,1,,,,1,,,,EE636A,ADVANCED PROTECTIVE RELAYING,Abheejeet Mohapatra,2,2022-23,15
4,2,9,5,2,8,,,,,,,,EE630A,SIMULATON OF MODERN POWER SYSTEMS,Abheejeet Mohapatra,1,2022-23,16
4,,5,2,2,6,,,,1,,,,AE666,COMBUSTION DIAGNOSTICS,Abhijit Kushari,2,2023-24,17
58,,1,13,,,,,,,,,,AE361A,AEROMODEL DESIGN & FABRICATION,Abhijit Kushari,2,2023-24,18
6,1,4,8,4,4,,,,,,,,AE601,INTRO TO AEROSPACE ENGG.,Abhijit Kushari,1,2023-24,19
3,1,4,6,2,5,,1,,3,,,,AE663A,FUNDAMENTALS OF COMBUSTION,Abhijit Kushari,1,2022-23,20
16,3,27,,14,,3,,,,,,,AE351A,EXPERIMENTS IN AEROSPACE ENGINEERING -II,Abhijit Kushari,2,2021-22,21
15,3,13,,9,,1,,,2,,,,AE601A,INTRO TO AEROSPACE ENGG.,Abhijit Kushari,1,2021-22,22
3,,7,3,9,6,9,9,,14,,,,MTH434M,COMPLEX ANALYSIS,Abhijit Pal,1,2024-25,23
10,1,88,44,296,158,207,347,,68,,,,MTH113M,LINEAR ALGEBRA,Abhijit Pal,2,2023-24,24
39,8,227,125,195,235,151,171,34,115,,,,MTH112M,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS,Abhijit Pal,1,2023-24,25
39,8,227,125,195,235,151,171,34,115,,,,MTH112M,APPLICATION OF SINGLE VARIABLE CALCULUS & SEVERAL VARIABLE CALCULUS,Abhijit Pal,1,2023-24,26
1,,4,,,,,,,,,,,MTH633A,INTRODUCTION TO HYPERBOLIC GEOMETRY,Abhijit Pal,2,2021-22,27
6,1,4,2,1,1,2,2,,1,,,,EE654,ROBUST CONTROL SYSTEMS,Abhilash Patel,1,2024-25,28
5,,4,1,,2,,2,,1,,,,EE650A,BASICS OF MODERN CONTROL SYSTEMS,Abhilash Patel,3,2023-24,29
11,,5,5,3,5,,2,,,,,,EE650,BASICS OF MODERN CONTROL SYSTEMS,Abhilash Patel,3,2023-24,30
5,2,2,8,1,4,,,,2,,,,EE651,NONLINEAR SYSTEMS,Abhilash Patel,2,2023-24,31
4,3,1,2,2,,,,,2,,,,EE798N,BIOMOLECULAR CONTROL SYSTEMS,Abhilash Patel,1,2023-24,32
7,4,15,14,1,12,,,,,,,,MBA780M,PORTFOLIO MANAGEMENT,Abhinava Tripathi,2,2023-24,33
15,10,14,12,,7,,,,,,,,MBA770M,SECURITY ANALYSIS FOR INVESTMENTS,Abhinava Tripathi,2,2023-24,34
5,,1,3,,2,,,,,,,,AE656,AEROMECHANICS OF UNMANNED AERIAL SYSTEMS,Abhishek,1,2024-25,35
11,,18,9,16,7,6,6,,1,,,,AE201M,INTRODUCTION TO AEROSPACE ENGINEERING,Abhishek,1,2024-25,36
6,,4,7,,,,,,,,,,AE686,HELICOPTER THEORY : DYNAMICS AND AEROELASTICITY,Abhishek,2,2023-24,37
2,,4,5,,,,,,,,,,AE679M,DESIGN AND PROTOTYPING OF UNMANNED AERIAL SYSTEMS,Abhishek,2,2023-24,38
25,1,52,25,39,48,3,17,,5,,,,EE320,PRINCIPLES OF COMMUNICATIONS,Abhishek Kumar Gupta,1,2024-25,39
1,1,1,5,,2,,,,,,,,EE672,ANALYSIS OF MODERN WIRELESS NETWORKS,Abhishek Kumar Gupta,2,2023-24,40
177,8,113,164,56,61,24,28,,6,,,,ESC201,INTRODUCTION TO ELECTRONICS,Abhishek Kumar Gupta,1,2023-24,41
1,1,,1,,,,,,,,,,EE672A,ANALYSIS OF MODERN WIRELESS NETWORKS,Abhishek Kumar Gupta,2,2022-23,42
9,1,24,8,12,4,1,1,,1,,,,EE621A,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,Abhishek Kumar Gupta,1,2022-23,43
4,1,3,,,,,,,,,,,EE698U,INTRODUCTION TO MOLECULAR COMMUNICATIONS,Abhishek Kumar Gupta,2,2021-22,44
16,6,41,30,15,32,3,7,3,2,,,,ME301,ENERGY SYSTEMS I,Abhishek Sarkar,1,2024-25,45
15,1,15,24,2,6,,1,2,,,,,ME685,APPLIED NUMERICAL METHODS,Abhishek Sarkar,2,2023-24,46
30,9,35,35,17,21,4,9,,2,,,,ME301A,ENERGY SYSTEMS I,Abhishek Sarkar,1,2023-24,47
3,1,1,1,,,,,,5,,,,ME687A,MODELLING OF MULTIPHYSICS SYSTEMS,Abhishek Sarkar,2,2022-23,48
,2,,,,1,,,,,,,,ME698N,NON - LINEAR FINITE ELEMENT TECHNIQUES IN SOLID MECHANICS,Abhishek Sarkar,1,2022-23,49
1,,2,4,4,2,,1,,,,,,CE787,COMPUTATIONAL TOOLS FOR TRANSPORTATION ENGINEERING,Aditya Medury,1,2024-25,50
4,1,4,2,3,1,,,,,,,,CE788,TRANSPORTATION INFRASTRUCTURE MANAGEMENT,Aditya Medury,2,2023-24,51
3,,1,1,4,,,1,,,,,,CE687,STATISTICAL AND ECONOMETRIC METHODS FOR TRANSPORTATION ENGINEERING,Aditya Medury,2,2023-24,52
5,1,12,2,,3,,,,,,,,CE687A,STATISTICAL AND ECONOMETRIC METHODS FOR TRANSPORTATION ENGINEERING,Aditya Medury,2,2022-23,53
1,1,2,2,2,1,,2,,,1,,,CE687A,STATISTICAL AND ECONOMETRIC METHODS FOR TRANSPORTATION ENGINEERING,Aditya Medury,1,2022-23,54
,,1,,6,2,,,,,,,,ME341A,HEAT & MASS TRANSFER,Aditya Saurabh,1,2024-25,55
6,1,25,24,25,23,5,15,,3,,,,ME341,HEAT AND MASS TRANSFER,Aditya Saurabh,1,2024-25,56
9,3,10,16,,9,,1,,1,,,,ME642,CONVECTIVE HEAT AND MASS TRANSFER,Aditya Saurabh,2,2023-24,57
,,2,,,,,,,2,,,,ME655A,BUBBLES AND DROPLETS,Aditya Saurabh,1,2023-24,58
1,,1,4,,,,,,,,,,ME655,BUBBLES AND DROPLETS,Aditya Saurabh,1,2023-24,59
,1,3,2,,,,,,,,,,EE670,WIRELESS COMMUNICATIONS,Adrish Banerjee,1,2024-25,60
30,2,61,12,44,38,22,8,,1,,,,EE321A,COMMUNICATION SYSTEMS,Adrish Banerjee,2,2023-24,61
2,1,,,1,,,,,,,,,EE621A,REPRESENTATION AND ANALYSIS OF RANDOM SIGNALS,Adrish Banerjee,1,2023-24,62
,,2,,3,,7,6,,5,,,,AE663,FUNDAMENTALS OF COMBUSTION,Ajay Vikram Singh,1,2024-25,63
,,2,,2,2,1,,,,,,,AE664A,APPLIED COMPRESSIBLE FLOWS,Ajay Vikram Singh,1,2023-24,64
2,,15,1,11,13,,2,,,,,,AE664,APPLIED COMPRESSIBLE FLOWS,Ajay Vikram Singh,1,2023-24,65
6,,13,5,1,9,,,,1,,,,AE664A,APPLIED COMPRESSIBLE FLOWS,Ajay Vikram Singh,1,2022-23,66
3,2,,,,,,,,,,,,AE755A,EXPLOSION AND DETONATION PHYSICS,Ajay Vikram Singh,2,2021-22,67
1,1,3,,5,,2,,,,,,,AE664A,APPLIED COMPRESSIBLE FLOWS,Ajay Vikram Singh,1,2019-20,68
3,4,11,3,7,17,4,21,,,,,,MTH430A,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II,Akash Anand,1,2024-25,69
4,,1,,1,,5,,,1,,,,MTH720,NUMERICAL SOLUTION OF INTEGRAL EQUATIONS,Akash Anand,2,2023-24,70
1,,2,4,2,2,1,,,,,,,MTH616A,THEORETICAL NUMERICAL MATHEMATICS,Akash Anand,1,2023-24,71
2,,17,5,19,10,5,6,,1,,,,MTH430A,NUMERICAL ANALYSIS & SCIENTIFIC COMPUTING II,Akash Anand,1,2022-23,72
6,4,8,7,6,11,,1,,2,,,,CHE611,TRANSPORT PHENOMENA,Akash Choudhary,1,2024-25,73
9,4,22,22,16,29,5,4,,,,,,CHE212,HEAT TRANSFER,Akash Choudhary,2,2023-24,74
1,,,,,,,,,,,,,ME778,ENGINEERING ACOUSTICS AND ITS CONTROL,Akhilesh Mimani,1,2024-25,75
,,1,,,,,,,,,,,ME723,WAVE PROPAGATION IN SOLIDS,Akhilesh Mimani,2,2023-24,76
1,,27,3,23,26,20,26,,35,,,,ME209,DYNAMICS,Akhilesh Mimani,1,2023-24,77
,,1,1,,1,3,,,2,,,,ME778A,ENGINEERING ACOUSTICS AND ITS CONTROL,Akhilesh Mimani,2,2022-23,78
1,,1,1,,,,,,,,,,ME778A,ENGINEERING ACOUSTICS AND ITS CONTROL,Akhilesh Mimani,1,2022-23,79
16,,12,36,10,3,4,7,,,,,,AE669,MEASUREMENTS AND DATA ANALYSIS,Alakesh Chandra Mandal,2,2023-24,80
22,4,8,5,6,6,3,3,,5,,,,AE621A,TURBULENCE,Alakesh Chandra Mandal,2,2022-23,81
18,6,38,12,7,16,1,,,2,,,,AE602A,MATHEMATICS FOR AEROSPACE ENGG.,Alakesh Chandra Mandal,1,2022-23,82
20,3,33,,19,,4,,,1,,,,AE621A,TURBULENCE,Alakesh Chandra Mandal,2,2021-22,83
,,,,,,,,,,3,,1,AE371A,B TECH PROJECT 1,Alakesh Chandra Mandal,1,2019-20,84
10,1,4,,5,,1,,,1,,,,AE471A,B TECH PROJECT,Alakesh Chandra Mandal,1,2019-20,85
5,3,2,5,1,,2,1,1,2,,,,EE311A,MICROELECTRONICS II,Aloke Dutta,2,2022-23,86
,,1,1,2,3,1,4,1,,,,,EE614A,SOLID STATE DEVICES I,Aloke Dutta,1,2022-23,87
3,,14,,22,,52,,89,36,,,,EE210A,MICROELECTRONICS-I,Aloke Dutta,2,2021-22,88
2,,1,,6,,2,,1,,,,,EE616A,SEMICONDUCTOR DEVICE MODELLING,Aloke Dutta,1,2021-22,89
7,,30,,40,,69,,,,,,,EE210A,MICROELECTRONICS-I,Aloke Dutta,2,2020-21,90
2,1,17,,3,,5,,,,,,,EE616A,SEMICONDUCTOR DEVICE MODELLING,Aloke Dutta,1,2019-20,91
3,,5,,7,5,16,7,,4,,,,MTH202,SET THEORY AND DISCRETE MATHEMATICS,Alok Kumar Maloo,1,2024-25,92
1,,,,1,1,,,,,,,,MTH751,ALGEBRA,Alok Kumar Maloo,2,2023-24,93
,,2,2,2,,3,,,,,,,MTH202A,SET THEORY AND DISCRETE MATHEMATICS,Alok Kumar Maloo,1,2023-24,94
9,5,4,4,5,5,8,4,,,,,,MTH202,SET THEORY AND DISCRETE MATHEMATICS,Alok Kumar Maloo,1,2023-24,95
,1,,2,,1,,,,,,,,MTH751A,ALGEBRA,Alok Kumar Maloo,2,2022-23,96
1,,3,2,,2,,,,2,,,,EE698S,HIGH VOLTAGE POWER TRANSMISSION ENGINEEERING,Alok Ranjan Verma,2,2023-24,97
,,,1,,,,,,,,,,EE635A,HVDC TRANSMISSION & FLEXIBLE A C TRANSMISSION SYSTEMS,Alok Ranjan Verma,1,2023-24,98
1,,,1,,,,,,,,,,EE635,HVDC TRANSMISSION & FLEXIBLE A C TRANSMISSION SYSTEMS,Alok Ranjan Verma,1,2023-24,99
2,,4,,,,,,,,,,,EE698S,HIGH VOLTAGE POWER TRANSMISSION ENGINEEERING,Alok Ranjan Verma,2,2021-22,100
20,,87,,53,,6,,,5,,,,EE330A,POWER SYSTEMS,Alok Ranjan Verma,1,2021-22,101
2,,4,3,,,,,,,,,,CHM629,PRINCIPLES OF PHYSICAL CHEMISTRY,Amalendu Chandra,1,2024-25,102
,2,,,,,,,,,,,,CHM629,PRINCIPLES OF PHYSICAL CHEMISTRY,Amalendu Chandra,2,2023-24,103
2,,1,1,,2,,,,,,,,CHM695A,MOLECULAR MODELLING IN CHEMISTRY,Amalendu Chandra,1,2023-24,104
2,1,4,,,,,,,,,,,CHM695,MOLECULAR MODELLING IN CHEMISTRY,Amalendu Chandra,1,2023-24,105
1,1,,,2,1,,,,,1,,,CHM650A,STATISTICAL MECHANICS & ITS APPL. TO CHEMISTRY,Amalendu Chandra,2,2022-23,106
1,1,1,3,,,,,,,,,,CHM629A,PRINCIPLES OF PHYSICAL CHEMISTRY,Amalendu Chandra,1,2022-23,107
11,,,5,,1,,1,,3,,,,SEE888,INTRODUCTION TO PROFESSION & COMMUNICATION,Amarendra Edpuganti,1,2024-25,108
25,,30,54,25,41,1,6,1,,,,,SEE627,ELECTRIC VEHICLES,Amarendra Edpuganti,1,2024-25,109
16,2,8,19,9,9,,3,,,,,,SEE627,ELECTRIC VEHICLES,Amarendra Edpuganti,2,2023-24,110
,,,1,,,,,,,,,,SEE623A,FUEL CELL ELECTRICAL ENERGY SYSTEMS,Amarendra Edpuganti,1,2023-24,111
1,,,1,,,,,,1,,,,SEE623,FUEL CELL ELECTRICAL ENERGY SYSTEMS,Amarendra Edpuganti,1,2023-24,112
6,,5,8,11,13,20,21,,6,,,,MSE304,PRINCIPLES OF METAL EXTRACTION & REFINING,Amarendra Kumar Singh,1,2024-25,113
13,3,18,18,13,10,3,9,,,,,,MSE304A,PRINCIPLES OF METAL EXTRACTION & REFINING,Amarendra Kumar Singh,2,2023-24,114
2,,2,3,2,,,,,,,,,MSE670A,SOLIDIFICATION PROCESSING,Amarendra Kumar Singh,1,2023-24,115
9,2,19,10,15,22,7,4,,,,,,MSE304A,PRINCIPLES OF METAL EXTRACTION & REFINING,Amarendra Kumar Singh,2,2022-23,116
2,,1,,3,1,,,,,,,,MSE670A,SOLIDIFICATION PROCESSING,Amarendra Kumar Singh,1,2022-23,117
14,1,6,12,1,6,1,,,1,,,,CE603,MATHEMATICS FOR CIVIL ENGINEERS,Amar Nath Roy Chowdhury,1,2024-25,118
,,,1,3,5,3,8,3,1,,,,CE371A,DESIGN OF STEEL STRUCTURES,Amar Nath Roy Chowdhury,3,2023-24,119
1,1,3,4,,1,,,,,,,,CE622,Stability of Structures,Amar Nath Roy Chowdhury,2,2023-24,120
1,1,8,1,2,2,,3,,3,,,,CE723A,FINITE ELEMENT METHODS IN CIVIL ENGINEERING,Amar Nath Roy Chowdhury,2,2022-23,121
4,,3,5,4,3,,,,,,,,CE621A,ENGINEERING MECHANICS,Amar Nath Roy Chowdhury,1,2022-23,122
2,,2,,4,,1,,,,,,,CE622A,STABILITY OF STRUCTURES,Amar Nath Roy Chowdhury,2,2021-22,123
2,1,3,,3,,1,,,,,,,CS653,FUNCTIONAL PROGRAMMING,Amey Karkare,1,2024-25,124
,,1,1,,1,,,,,,,,CS738,ADVANCED COMPILER OPTIMIZATIONS,Amey Karkare,2,2023-24,125
2,,3,5,1,,,,,,,,,CS350A,PRINCIPLES OF PROGRAMMING LANGAUGES,Amey Karkare,1,2023-24,126
28,,30,,34,,28,,16,6,,,,CS335A,COMPILER DESIGN,Amey Karkare,2,2021-22,127
18,,18,,12,,19,,4,16,,,,CS350A,PRINCIPLES OF PROGRAMMING LANGAUGES,Amey Karkare,1,2021-22,128
42,,27,,20,,14,,,,,,,CS335A,COMPILER DESIGN,Amey Karkare,2,2020-21,129
6,2,1,1,,1,,,,,,,,BSE798A,HEALTHCARE VENTURES & ENTERPRISES II,Amitabha Bandyopadhyay,1,2024-25,130
8,2,1,5,,,,,,,,,,BSE667,HEALTHCARE VENTURES & ENTERPRISES I,Amitabha Bandyopadhyay,3,2023-24,131
,,1,1,,1,2,,,1,,,,BSE311A,MOLECULAR CELL BIOLOGY,Amitabha Bandyopadhyay,3,2023-24,132
,,,,1,1,,,,,,,,BSE311,MOLECULAR CELL BIOLOGY,Amitabha Bandyopadhyay,3,2023-24,133
1,,10,1,9,2,4,4,,8,,,,BSE311A,MOLECULAR CELL BIOLOGY,Amitabha Bandyopadhyay,1,2023-24,134
1,1,7,2,16,4,10,9,,6,,,,BSE311A,MOLECULAR CELL BIOLOGY,Amitabha Bandyopadhyay,1,2022-23,135
21,,9,46,3,4,,2,,,,,,CS724,SENSING COMMUNICATIONS AND NETWORKING FOR SMART WIRELESS DEVICES,Amitangshu Pal,1,2024-25,136
73,,14,51,3,15,,,,,,,,CS425A,COMPUTER NETWORKS,Amitangshu Pal,2,2023-24,137
3,1,9,,3,,,,,1,,,,PHY690Q,COOPERATIVE PHENOMENA IN CLASSICAL & QUANTUM SYSTEMS,Amit Dutta,2,2021-22,138
3,,3,,7,,1,,,1,,,,PHY613A,ADVANCED STATISTICAL MECHANICS,Amit Dutta,1,2021-22,139
7,,4,,,,,,,,,,,PHY690Q,COOPERATIVE PHENOMENA IN CLASSICAL & QUANTUM SYSTEMS,Amit Dutta,2,2020-21,140
7,2,9,,,,,,,,,,,PHY613A,ADVANCED STATISTICAL MECHANICS,Amit Dutta,1,2019-20,141
6,,12,,3,,,,,,,,,PHY613A,ADVANCED STATISTICAL MECHANICS,Amit Dutta,1,2020-21,142
4,,7,,2,,,,,,,,,PHY604A,REVIEW OF STATISTICAL MECHANICS,Amit Dutta,2,2018-19,143
,,,,,,,,,,28,,,PHY701,PHYSICS SEMINAR I,Amit Kumar Agarwal,1,2024-25,144
25,10,85,68,52,41,13,21,,29,,,,PHY112,CLASSICAL DYNAMICS,Amit Kumar Agarwal,2,2023-24,145
44,,3,,,,4,,,1,,,,PHY600A,INTRODUCTION TO PROFESSION AND COMMUNICATION SKILLS FOR PHYSICISTS,Amit Kumar Agarwal,1,2023-24,146
,,,,,,,,,,31,,,PHY400A,INTRODUCTION TO THE DEPARTMENT,Amit Kumar Agarwal,1,2023-24,147
16,,,,,,,,,,,,,PHY400,INTRODUCTION TO THE DEPARTMENT,Amit Kumar Agarwal,1,2023-24,148
3,,2,,,,,,,,,,,MTH755,STATISTICAL INFERENCE,Amit Mitra,1,2024-25,149
19,6,17,23,9,16,5,5,,,,,,MTH443A,STATISTICAL & AI TECHNIQUES IN DATA MINING,Amit Mitra,1,2024-25,150
34,20,51,51,40,38,25,47,,15,,,,MSO201,PROBABILITY AND STATISTICS,Amit Mitra,2,2023-24,151
25,6,15,19,12,25,4,10,,,,,1,MTH442A,TIME SERIES ANALYSIS,Amit Mitra,1,2023-24,152
41,18,48,25,31,54,27,48,,13,,,,MSO201A,PROBABILITY AND STATISTICS,Amit Mitra,2,2022-23,153
46,13,23,31,19,22,6,11,,8,,,,DMS201,INTRODUCTION TO MANAGEMENT,Amit Shukla,1,2024-25,154
4,1,10,11,,8,,,,,,,,MBA718M,HR ANALYTICS,Amit Shukla,2,2023-24,155
3,1,4,5,9,7,5,2,,3,,,,EE618,INTEGRATED CIRCUIT FABRICATION TECHNOLOGY,Amit Verma,1,2024-25,156
,,1,,1,1,,,,,,,,EE706A,QUANTUM PHYSICS OF SEMICONDUCTORS,Amit Verma,1,2023-24,157
1,,,,,,1,,,,,,,EE798G,QUANTUM PHYSICS OF SEMICONDUCTORS,Amit Verma,2,2022-23,158
36,7,90,82,108,109,74,91,50,10,,,,ESC201A,INTRODUCTION TO ELECTRONICS,Amit Verma,1,2022-23,159
5,2,11,4,6,,,,,,,,,EE491A,UNDER GRADUATE PROJECT -III,Amit Verma,1,2022-23,160
5,1,,1,,,,,,2,,,,EE391A,ELECTRICAL ENGINEERING UNDER GRADUATE PROJECT I,Amit Verma,1,2022-23,161
20,5,35,32,28,42,23,26,,27,,,,PHY114,QUANTUM PHYSICS,Anand Kumar Jha,1,2024-25,162
2,,1,,,,1,1,,,,,,PHY557A,BACHELOR OF SCIENCE PROJECT -III,Anand Kumar Jha,2,2023-24,163
3,1,2,3,4,3,4,1,,2,,,,PHY690G,COHERENCE & QUANTUM ENTANGLEMENT,Anand Kumar Jha,1,2023-24,164
5,,3,7,4,3,3,3,,1,,,,PHY690G,COHERENCE & QUANTUM ENTANGLEMENT,Anand Kumar Jha,1,2022-23,165
8,,17,,3,,4,,,1,,,,PHY690G,COHERENCE & QUANTUM ENTANGLEMENT,Anand Kumar Jha,1,2021-22,166
54,,,,,,,,,,,,,CHM503,ORGANIC PREPARATION LAB,Anand Singh,1,2024-25,167
13,,,13,,,,,,,,,,CHM305A,ORGANIC QUALITATIVE & QUANTITATIVE ANALYSIS,Anand Singh,1,2023-24,168
2,2,,,,,,,,1,,,,CHM612A,FRONTIERS IN ORGANIC CHEMISTRY,Anand Singh,2,2022-23,169
26,8,8,16,,3,,,,,,,,CHM611A,PHYSICAL ORGANIC CHEMISTRY,Anand Singh,1,2022-23,170
13,5,28,33,22,28,4,13,,,,,,CHM241,BASIC INORGANIC CHEMISTRY - I,Anantharaj Sengeni,1,2024-25,171
12,2,1,2,,,,,,,,,,CS628,COMPUTER SYSTEMS SECURITY,Angshuman Karmakar,1,2024-25,172
1,1,3,2,3,2,1,,3,3,,,,CS731,BLOCKCHAIN TECHNOLOGY AND APPLICATIONS,Angshuman Karmakar,2,2023-24,173
4,1,,,,,,,,,,,,CS628A,COMPUTER SYSTEMS SECURITY,Angshuman Karmakar,1,2023-24,174
11,2,,1,,,,,,,,,,CS628,COMPUTER SYSTEMS SECURITY,Angshuman Karmakar,1,2023-24,175
11,1,23,15,11,14,5,3,,,,,,CS731A,BLOCKCHAIN TECHNOLOGY AND APPLICATIONS,Angshuman Karmakar,2,2022-23,176
5,1,13,4,6,12,2,3,,1,,,,ME630,COMPUTATIONAL FLUID DYNAMICS AND HEAT TRANSFER,Anikesh Pal,1,2024-25,177
4,2,4,3,,1,,,,,1,,,ME647,INTRODUCTION TO TURBULENT FLUID MECHANICS,Anikesh Pal,2,2023-24,178
2,,,,,,2,,,2,,,,ME631A,VISCOUS FLOW THEORY,Anikesh Pal,1,2023-24,179
6,2,6,8,6,6,4,9,,3,,,,ME631,VISCOUS FLOW THEORY,Anikesh Pal,1,2023-24,180
3,,11,4,6,21,4,6,,6,,,,ME685A,APPLIED NUMERICAL METHODS,Anikesh Pal,2,2022-23,181
18,4,22,12,25,25,10,10,4,7,,,,CS201,MATHEMATICS FOR COMPUTER SCIENCE -I,Anil Seth,1,2024-25,182
1,,1,1,1,,1,,,2,,,,CS203M,MATHEMATICS FOR COMPUTER SCIENCE -III,Anil Seth,3,2023-24,183
19,2,31,18,27,15,14,17,3,2,,,,CS202M,MATHEMATICS FOR COMPUTER SCIENCE -II,Anil Seth,2,2023-24,184
,,,,,,,,,1,,,,CS662A,INTRODUCTION TO LINEAR LOGIC,Anil Seth,1,2023-24,185
2,,6,,3,,,,,1,,,,CS345A,ALGORITHMS -II,Anil Seth,2,2021-22,186
11,1,12,14,,,5,,,1,,,,CHE621,THERMODYNAMICS,Animangsu Ghatak,1,2024-25,187
,,3,,1,,2,,,2,,,,CHE331A,CHEMICAL REACTION ENGINEERING,Animangsu Ghatak,3,2023-24,188
7,1,21,7,7,8,,,,,,,,CHE678,MECHANICS OF SOFT MATERIALS,Animangsu Ghatak,2,2023-24,189
1,1,4,1,,,,,,,,,,CHE678A,MECHANICS OF SOFT MATERIALS,Animangsu Ghatak,2,2022-23,190
12,,19,19,22,12,,3,,,,,,CHE492A,UNIT OPERATIONS AND PROCESS CONTROL LABORATORY,Animangsu Ghatak,1,2022-23,191
1,,5,3,,,,,,,,,,EE641,ADVANCED ENGINEERING ELECTROMAGNETICS,Animesh Biswas,1,2024-25,192
3,,6,9,,1,,,,,,,,EE648,MICROWAVE CIRCUITS,Animesh Biswas,2,2023-24,193
4,2,,4,,1,,,,,,,,EE641,ADVANCED ENGINEERING ELECTROMAGNETICS,Animesh Biswas,1,2023-24,194
6,1,42,20,38,62,4,23,,3,,,,EE340A,ELECTROMAGNETIC THEORY,Animesh Biswas,2,2022-23,195
2,1,3,3,,,,,,,,,,EE641A,ADVANCED ENGINEERING ELECTROMAGNETICS,Animesh Biswas,1,2022-23,196
2,,,3,1,,3,4,1,2,,,,CE786,ANALYSIS AND DESIGN OF BITUMINOUS PAVEMENTS,Animesh Das,1,2024-25,197
,,,,2,,,,,,,,,CE786A,ANALYSIS AND DESIGN OF BITUMINOUS PAVEMENTS,Animesh Das,1,2023-24,198
2,,3,1,3,,1,3,,,,,,CE786,ANALYSIS AND DESIGN OF BITUMINOUS PAVEMENTS,Animesh Das,1,2023-24,199
2,,1,2,,1,,1,,,,,,ES655,SOLID EARTH GEOPHYSICS,Animesh Mandal,1,2024-25,200
1,,6,1,6,3,,,,,,,,ES656,GEOPHYSICAL EXPLORATION,Animesh Mandal,2,2023-24,201
,,5,18,,,,,,,,,,ES418A,FIELD GEOLOGY III,Animesh Mandal,2,2023-24,202
,,3,1,5,6,3,6,1,1,,,,ES416A,EXPLORATION GEOPHYSICS,Animesh Mandal,2,2023-24,203
2,1,,2,1,,,,,,,,,ME850,BASIC CONTROL SYSTEMS FOR MECHANICAL ENGINEERS,Anindya Chatterjee,1,2024-25,204
2,2,,1,,,1,,,,,,,ME454,NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS,Anindya Chatterjee,1,2024-25,205
27,4,37,23,16,26,17,5,,4,,,,ME351A,DESIGN OF MACHINE ELEMENTS,Anindya Chatterjee,2,2023-24,206
2,1,4,3,1,,,,,,,,,ME454A,NUMERICAL SOLUTIONS IN ENGINEERING MECHANICS,Anindya Chatterjee,1,2023-24,207
3,,1,,1,,,,,1,,,,ME251A,ENGINEERING DESIGN AND GRAPHICS,Anindya Chatterjee,1,2023-24,208
13,4,14,14,11,15,8,4,,2,,,,MSE305,MATERIALS PROCESSING,Anish Upadhyaya,1,2024-25,209
1,1,2,2,1,1,,,,,,,,MSE676,MATERIALS FAILURE: ANALYSIS AND PREVENTION,Anish Upadhyaya,2,2023-24,210
3,2,6,4,7,8,3,2,,2,,,,MSE659A,POWDER METALLURGY,Anish Upadhyaya,1,2023-24,211
1,,2,2,1,,,,,,,,,MSE659,POWDER METALLURGY,Anish Upadhyaya,1,2023-24,212
25,4,35,46,47,31,73,55,,41,,,,PHY114,QUANTUM PHYSICS,Anjan Kumar Gupta,2,2023-24,213
